ID,SKU,Marke,Produkt,Kategorie,Status,Beschreibung neu,Kurzbeschreibung neu,SEO-Titel,Meta-Description,Focus-Keyword,Quelle
21111,HJ-9713729,Anesia Seeds,Anesia Seeds Auto Future #1 – 3 Samen,Automatisch / Angebote,fertig,"<p>Die Auto Future #1 ist die selbstblühende Fassung der mehrfach ausgezeichneten Future #1. Anesia hat über zwei Jahre selektiert und stabilisiert, bis die Linie stand.</p>
<p>Der Züchter gibt 28 % THC an – für eine Autoflower ein sehr hoher Wert. Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia bei dieser Sorte keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Future #1 × Autoflower-Linie</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> 28 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Wirkung</h3>
<p>Anesia nennt euphorische, anregende und sinnesöffnende Effekte bei gleichzeitig starker körperlicher Entspannung.</p>
<h3>Hinweise</h3>
<p>Der Züchter rät Einsteigern ausdrücklich zu vorsichtiger Dosierung und schreibt, die Sorte eigne sich nicht, wenn danach Konzentration gefragt ist.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Selbstblühende Future #1 mit 28 % THC – zwei Jahre Selektion bis zur stabilen Autoflower-Linie.</p>
",Auto Future #1 Hanfsamen kaufen | Hanfjack,"Anesia Auto Future #1: autoflowering mit 28 % THC, aus der ausgezeichneten Future-#1-Linie. Jetzt bei Hanfjack bestellen.",Auto Future #1 Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18083,HJ-7179679,Anesia Seeds,Anesia Seeds Auto IMPERIUM X – 3 Samen,Automatisch,fertig,"<p>Die Auto Imperium X entsteht aus City of God, The White Angel und der Auto Future #1 – eine Dreifachkreuzung, die Anesia auf Potenz stabilisiert hat.</p>
<p>Neun Wochen nach der Keimung ist sie erntereif und liefert dabei laut Züchter hohe Mengen harzreicher Blüten. Der THC-Gehalt wird mit bis zu 29 % angegeben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> City of God × The White Angel × Auto Future #1</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> bis 29 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 9 Wochen ab Keimung</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Der Züchter beschreibt das Terpenprofil als ausgesprochen fruchtig und frisch.</p>
<h3>Wirkung</h3>
<p>Anesia nennt euphorische, anregende und sinnesöffnende Effekte neben stark entspannenden Anteilen.</p>
<h3>Hinweise</h3>
<p>Neun Wochen ab Keimung bei bis zu 29 % THC sind für eine selbstblühende Sorte außergewöhnlich. Der Topf sollte von Anfang an die Endgröße haben.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>City of God × The White Angel × Auto Future #1 mit bis zu 29 % THC – neun Wochen ab Keimung.</p>
",Auto IMPERIUM X Hanfsamen kaufen | Hanfjack,"Anesia Auto Imperium X: autoflowering, bis 29 % THC, erntereif nach 9 Wochen. Jetzt bei Hanfjack bestellen.",Auto IMPERIUM X Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21135,HJ-4578937,Anesia Seeds,Anesia Seeds Auto Lemongrass – 3 Samen,Automatisch / Angebote,fertig,"<p>Die Auto Lemongrass vereint Auto Lemon Haze, Nova OG Auto und Moose and Lobsta – eine sativabetonte Autoflower, die Anesia auf Potenz und Aroma gezüchtet hat.</p>
<p>Der Züchter gibt 25 % THC an. Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia bei dieser Sorte keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Auto Lemon Haze × Nova OG Auto × Moose and Lobsta</li>
<li><b>Genanteile:</b> sativabetont</li>
<li><b>THC:</b> 25 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Die Zitronengras-Note gibt der Sorte ihren Namen.</p>
<h3>Wirkung</h3>
<p>Anesia beschreibt eine euphorische, anregende und zugleich entspannende Wirkung mit langer kopfbetonter Phase.</p>
<h3>Hinweise</h3>
<p>Sativabetonte Autoflower bleiben selten – hier kommt der klare Zitruscharakter ohne die lange Blüte einer photoperiodischen Haze.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Auto Lemon Haze × Nova OG Auto × Moose and Lobsta mit 25 % THC – sativabetonte Autoflower.</p>
",Auto Lemongrass Hanfsamen kaufen | Hanfjack,"Anesia Auto Lemongrass: autoflowering, sativabetont, 25 % THC, Zitronengras-Aroma. Jetzt bei Hanfjack bestellen.",Auto Lemongrass Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18084,HJ-5637177,Anesia Seeds,Anesia Seeds Auto Purple Domina – 3 Samen,Automatisch,fertig,"<p>Die Purple Domina Auto verbindet Purple Kush mit Black Domina – eine schnelle, indicabetonte Autoflower, die neun Wochen von der Keimung bis zur Ernte braucht.</p>
<p>Anesia nennt 500 g/m² indoor und bis zu 180 g pro Pflanze draußen. Gegen Ende der Blüte färbt sich die Pflanze in dunkle Violetttöne.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Purple Kush × Black Domina</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> 18 bis 22 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 9 Wochen ab Keimung</li>
<li><b>Ertrag indoor:</b> 500 g/m²</li>
<li><b>Ertrag outdoor:</b> bis 180 g/Pflanze</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Der Züchter beschreibt ein sehr fruchtiges Aroma mit kräftigen erdigen Untertönen.</p>
<h3>Wirkung</h3>
<p>Lang anhaltender körperbetonter Stone mit klarem, anregendem Kopfanteil.</p>
<h3>Hinweise</h3>
<p>Anesia bezeichnet die Sorte ausdrücklich als anfängertauglich – die robuste Natur ist der Grund.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Purple Kush × Black Domina mit 18 bis 22 % THC – neun Wochen ab Keimung, 500 g/m² indoor.</p>
",Auto Purple Domina Hanfsamen kaufen | Hanfjack,"Anesia Purple Domina Auto: 18–22 % THC, 9 Wochen ab Keimung, 500 g/m² indoor. Jetzt bei Hanfjack bestellen.",Auto Purple Domina Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21138,HJ-3669426,Anesia Seeds,Anesia Seeds Auto Sleepy Joe – 3 Samen,Automatisch,fertig,"<p>Die Auto Sleepy Joe ist die selbstblühende Fassung des Anesia-Bestsellers: eine ausgewählte Obama Kush, gekreuzt mit einer Auto Nova OG.</p>
<p>Knapp zehn Wochen nach der Keimung ist sie fertig. Der Züchter beschreibt die Pflanzen als buschig und widerstandsfähig, mit überdurchschnittlicher Harzproduktion.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Obama Kush × Auto Nova OG</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> knapp 10 Wochen ab Keimung</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Anesia nennt frische Erdbeeren und saftige Zitronen, ergänzt um Orangennoten.</p>
<h3>Wirkung</h3>
<p>Starke körperliche Wirkung, verbunden mit einem Schub an Euphorie und Kreativität.</p>
<h3>Hinweise</h3>
<p>Die Sorte wächst etwas höher als ältere Autoflower-Generationen – laut Züchter der Grund für die höheren Erträge in derselben Zeit. Einen THC-Prozentwert nennt Anesia hier nicht.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Obama Kush × Auto Nova OG – selbstblühend, knapp zehn Wochen, Erdbeere und Zitrone im Aroma.</p>
",Auto Sleepy Joe Hanfsamen kaufen | Hanfjack,"Anesia Auto Sleepy Joe: autoflowering, knapp 10 Wochen, Erdbeer- und Zitronenaroma. Jetzt bei Hanfjack bestellen.",Auto Sleepy Joe Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21132,HJ-1754529,Anesia Seeds,Anesia Seeds Auto Strawberry Banana – 3 Samen,Automatisch / Angebote,fertig,"<p>Die Auto Strawberry Banana entsteht aus Chiquita Banana und Strawberry Amnesia Auto – eine sativabetonte Autoflower mit laut Anesia bis zu 27 % THC.</p>
<p>Zehn bis elf Wochen nach der Keimung ist sie erntereif. Der Züchter beschreibt ein ausgeprägt fruchtiges, frisches Terpenprofil und leuchtend orange Blütenhaare.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Chiquita Banana × Strawberry Amnesia Auto</li>
<li><b>Genanteile:</b> sativabetont</li>
<li><b>THC:</b> bis 27 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 10 bis 11 Wochen ab Keimung</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Wirkung</h3>
<p>Anesia nennt Wellen von Euphorie und kreativer Energie, die in körperliche und geistige Entspannung übergehen.</p>
<h3>Hinweise</h3>
<p>27 % THC sind für eine selbstblühende Sorte ein Spitzenwert. Anesia weist darauf hin, dass die Wirkung schnell einsetzt und lange anhält.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Chiquita Banana × Strawberry Amnesia Auto mit bis zu 27 % THC – zehn bis elf Wochen ab Keimung.</p>
",Auto Strawberry Banana Hanfsamen kaufen | Hanfjack,"Anesia Auto Strawberry Banana: autoflowering, bis 27 % THC, 10–11 Wochen ab Keimung. Jetzt bei Hanfjack bestellen.",Auto Strawberry Banana Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21144,HJ-2829579,Anesia Seeds,Anesia Seeds Banana MAC – 3 Samen,Feminisiert / Angebote,fertig,"<p>Für die Banana MAC hat Anesia die hauseigene MAC mit einem ausgewählten Banana-Kush-Phänotyp mit höherem Sativa-Anteil gekreuzt – um Ertrag und Terpenbreite gleichzeitig zu erhöhen.</p>
<p>Die Pflanzen werden 120 bis 180 cm hoch und reagieren laut Züchter sehr gut auf LST, Scrog und Mainlining. Indoor nennt Anesia 500 bis 600 g/m², draußen 700 g pro Pflanze.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> MAC × Banana Kush</li>
<li><b>Genanteile:</b> Hybrid, sativabetonter Phänotyp</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Ertrag indoor:</b> 500 bis 600 g/m²</li>
<li><b>Ertrag outdoor:</b> 700 g/Pflanze</li>
<li><b>Wuchshöhe:</b> 120 bis 180 cm</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Die frisch-spritzige MAC-Note wird durch das breite Terpenspektrum der Banana Kush ergänzt.</p>
<h3>Wirkung</h3>
<p>Der Züchter beschreibt eine sehr lang anhaltende Wirkung.</p>
<h3>Hinweise</h3>
<p>Anesia empfiehlt ausdrücklich den Anbau in Erde, um das Terpenspektrum auszuschöpfen. Wegen der starken Harzbildung eignet sich die Sorte für Bubble Hash und Extrakte.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>MAC × Banana Kush mit 500 bis 600 g/m² indoor – reagiert sehr gut auf LST, Scrog und Mainlining.</p>
",Banana MAC Hanfsamen kaufen | Hanfjack,"Anesia Banana MAC: MAC × Banana Kush, 500–600 g/m² indoor, 700 g outdoor. Jetzt bei Hanfjack bestellen.",Banana MAC Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18081,HJ-3685185,Anesia Seeds,Anesia Seeds Blackberry Moonrocks – 3 Samen,Feminisiert / Angebote,fertig,"<p>Die Blackberry Moonrocks entstand aus einer besonders potenten Blue-Moonrock-Mutter und einem Blackberry-Kush-Vater mit ausgeprägtem Terpen- und Cannabinoidprofil. Anesia gibt 33 % THC an.</p>
<p>Die Blüten sind steinhart, harzgetränkt und zeigen häufig einen bläulich-violetten Schimmer bis hin zu schwarzer Färbung – daher der Name.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Blue Moonrock × Blackberry Kush</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> 33 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Wirkung</h3>
<p>Überwiegend indicabetont und sehr kräftig, ergänzt um stimmungshebende Sativa-Anteile.</p>
<h3>Hinweise</h3>
<p>Anesia bezeichnet die Sorte ausdrücklich als nicht für Einsteiger geeignet.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Blue Moonrock × Blackberry Kush mit 33 % THC – harzgetränkte Blüten mit violett-schwarzem Schimmer.</p>
",Blackberry Moonrocks Hanfsamen kaufen | Hanfjack,"Anesia Blackberry Moonrocks: 33 % THC, Blue Moonrock × Blackberry Kush, sehr harzreich. Jetzt bei Hanfjack bestellen.",Blackberry Moonrocks Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18974,HJ-1281262,Anesia Seeds,Anesia Seeds Blueberry Banana Auto – 3 Samen,Automatisch / Angebote,fertig,"<p>Die Auto Blueberry Banana verbindet die hauseigene Auto Banana Kush mit einer Original-Blueberry aus Colorado, ausgewählt wegen ihres fruchtigen Aromas.</p>
<p>Die Pflanze bleibt bei 70 bis 90 cm und ist zehn Wochen nach der Keimung erntereif. Viele Exemplare färben sich gegen Ende der Blüte violett bis fast schwarz.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Auto Banana Kush × Blueberry (Colorado)</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 10 Wochen ab Keimung</li>
<li><b>Wuchshöhe:</b> 70 bis 90 cm</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Der Züchter beschreibt die Verbindung aus fruchtiger Banane und süßsaurem Beerenaroma der Blueberry.</p>
<h3>Wirkung</h3>
<p>Anesia nennt sie die indicalastigste ihrer Autoflower – ein durchgehend körperbetontes High.</p>
<h3>Hinweise</h3>
<p>Mit 70 bis 90 cm bleibt die Sorte klein genug für Schränke und Balkone. Einen THC-Prozentwert nennt Anesia hier nicht.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Auto Banana Kush × Blueberry aus Colorado – 70 bis 90 cm, zehn Wochen ab Keimung.</p>
",Blueberry Banana Auto Hanfsamen kaufen | Hanfjack,"Anesia Blueberry Banana Auto: autoflowering, 70–90 cm, 10 Wochen ab Keimung. Jetzt bei Hanfjack bestellen.",Blueberry Banana Auto Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18973,HJ-4218547,Anesia Seeds,Anesia Seeds Bubble Gum Auto – 3 Stück,Automatisch,fertig,"<p>Die Auto Bubble Gum kreuzt eine ausgewählte Bubblegum mit einer Auto Granddaddy Purple, über mehrere Generationen rückgekreuzt und stabilisiert.</p>
<p>Die Pflanze bleibt kompakt: indoor 60 bis 70 cm, draußen bis zu 90 cm. Anesia gibt 17 bis 21 % THC an und nennt die Sorte ausdrücklich geeignet für Gärten mit wenig Platz.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Bubblegum × Auto Granddaddy Purple</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> 17 bis 21 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> keine Angabe des Züchters</li>
<li><b>Wuchshöhe:</b> indoor 60 bis 70 cm, outdoor bis 90 cm</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Intensiv süßer Kaugummigeschmack – eine Mischung aus Erdbeeren und roten Früchten.</p>
<h3>Wirkung</h3>
<p>Indicabetont, körperlich und entspannend.</p>
<h3>Hinweise</h3>
<p>Anesia weist darauf hin, dass die Sorte im Sea of Green besonders gut funktioniert – der kompakte Wuchs kommt dort zur Geltung.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Bubblegum × Auto Granddaddy Purple mit 17 bis 21 % THC – kompakt, 60 bis 70 cm indoor.</p>
",Bubble Gum Auto Hanfsamen kaufen | Hanfjack,"Anesia Bubble Gum Auto: 17–21 % THC, kompakt mit 60–70 cm, süßes Kaugummi-Aroma. Jetzt bei Hanfjack bestellen.",Bubble Gum Auto Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18969,HJ-1123818,Anesia Seeds,Anesia Seeds Calypso Sunrocks – 3 Samen,Angebote / Feminisiert,fertig,"<p>Die Calypso Sunrocks entstand aus einer besonders potenten Hawaiiana-Mutter und einem Airside-OG-Vater mit ausgeprägtem Terpenprofil – beide über einen längeren Zeitraum auf Aroma und Potenz selektiert.</p>
<p>Die Blüten sind steinhart und stark harzbesetzt. Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia bei dieser Sorte keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Hawaiiana × Airside OG</li>
<li><b>Genanteile:</b> sativabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Wirkung</h3>
<p>Der Züchter beschreibt einen langsam einsetzenden, ausgeglichenen Rausch: ein kräftiges Sativa-High mit beruhigendem körperlichem Anteil.</p>
<h3>Hinweise</h3>
<p>Zu Blütezeit, Ertrag und Wuchshöhe liegen uns keine Züchterangaben vor – wir tragen hier nur ein, was dokumentiert ist.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Hawaiiana × Airside OG – sativabetont mit steinharten, stark harzbesetzten Blüten.</p>
",Calypso Sunrocks Hanfsamen kaufen | Hanfjack,"Anesia Calypso Sunrocks: Hawaiiana × Airside OG, sativabetont, harzreiche Blüten. Jetzt bei Hanfjack bestellen.",Calypso Sunrocks Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18963,HJ-6921459,Anesia Seeds,Anesia Seeds Captain Future – 3 Stück,Angebote / Feminisiert,fertig,"<p>Die Captain Future kreuzt die Future #1 mit den Emperors Cookies – einer Verbindung aus Emperor OG und Girl Scout Cookies. Anesia gibt 36 % THC an, gemessen im eigenen Labor.</p>
<p>Der Züchter betont, dass neben dem Cannabinoidgehalt vor allem das Terpenprofil die Wirkung bestimmt. Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Future #1 × Emperors Cookies</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> 36 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Anesia nennt intensive Ananas, vielschichtige Zitrusnoten und einen leichten Mangoanteil.</p>
<h3>Hinweise</h3>
<p>Zu Blütezeit, Ertrag und Wuchshöhe liegen uns keine Züchterangaben vor. Anesia gibt sehr hohe THC-Werte an und stützt sie auf eigene Labortests. Eine unabhängige Prüfung dieser Werte liegt uns nicht vor – wir geben sie als Züchterangabe weiter, nicht als gemessenen Wert.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Future #1 × Emperors Cookies mit 36 % THC – Ananas, Zitrus und ein Hauch Mango.</p>
",Captain Future Hanfsamen kaufen | Hanfjack,"Anesia Captain Future: 36 % THC, Future #1 × Emperors Cookies, Ananas- und Zitrusaroma. Jetzt bei Hanfjack bestellen.",Captain Future Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18082,HJ-3272828,Anesia Seeds,Anesia Seeds Cash Cow – 3 Stück,Angebote / Feminisiert,fertig,"<p>Die Cash Cow entstand aus der seit fast einem Jahrzehnt erfolgreichen Big Bazooka, gekreuzt mit einer sehr seltenen Lost Tribe und anschließend stabilisiert.</p>
<p>Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia bei dieser Sorte keine Zahlenangaben – wir erfinden dazu keine Werte.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Big Bazooka × Lost Tribe</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Süß und zitrusartig, mit Anis- und erdigen Noten.</p>
<h3>Wirkung</h3>
<p>Der Züchter beschreibt einen kopfbetonten Einstieg, der in tiefe körperliche Entspannung übergeht.</p>
<h3>Hinweise</h3>
<p>Anesia rät Einsteigern zu vorsichtiger Annäherung. Zu Blütezeit, Ertrag und Wuchshöhe liegen keine Züchterangaben vor.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Big Bazooka × Lost Tribe – indicabetont mit süß-zitrusartigem Aroma und Anisnote.</p>
",Cash Cow Hanfsamen kaufen | Hanfjack,"Anesia Cash Cow: Big Bazooka × Lost Tribe, süß-zitrusartig mit Anisnote. Jetzt bei Hanfjack bestellen.",Cash Cow Samen,"anesiaseeds.com, abgerufen 14.09.2026"
