id,marke,slug,produkte,beschreibung,seo_title,meta_description,focus_keyword
1402,Terra Aquatica (GHE),terra-aquatica-ghe,48,"Terra Aquatica ist der französische Hersteller, der früher unter dem Namen General Hydroponics Europe firmierte – das Kürzel GHE steht bis heute im Markennamen.

Kern des Programms ist TriPart: ein Dreikomponentensystem aus Micro, Grow und Bloom, das über das Mischungsverhältnis an jede Wachstumsphase angepasst wird. Micro gibt es zusätzlich in einer Hardwater-Variante für kalkhaltiges Leitungswasser. Daneben stehen Trockendünger und pH-Regulierung.",Terra Aquatica (GHE) Dünger kaufen | Hanfjack,"Terra Aquatica (GHE): TriPart aus Micro, Grow und Bloom, dazu Trockendünger und pH-Mittel. Jetzt bei Hanfjack bestellen.",Terra Aquatica
14168,The Bulldog Seeds,the-bulldog-seeds,0,"The Bulldog Seeds führt ein Programm aus Klassikern und aktuellen Kreuzungen.

Dazu gehören Amnesia, Sour Diesel, Wedding Cake, Do-si-dos, Cookies, Mimosa, Papaya, Runtz, Biscotti, Gelato 17, Orange 90 und Joris Pound Cake; Gelato und Skittlez kommen zusätzlich als selbstblühende Fassung. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",The Bulldog Seeds Hanfsamen kaufen | Hanfjack,"The Bulldog Seeds: Amnesia, Sour Diesel, Wedding Cake, Runtz und Gelato Auto als Hanfsamen. Bei Hanfjack.",The Bulldog Seeds
7669,The Cali Connection,the-cali-connection,35,"The Cali Connection ist eine kalifornische Samenbank und arbeitet mit Linien aus dem OG-Kush- und Sour-Diesel-Umfeld.

Die Sorten gibt es feminisiert, regulär und teils selbstblühend; die Gold Collection fasst ausgewählte Linien zusammen. Reguläre Packungen mit zehn Samen richten sich an alle, die selbst kreuzen und selektieren wollen.",The Cali Connection Hanfsamen kaufen | Hanfjack,"The Cali Connection: kalifornische OG- und Sour-Diesel-Linien, feminisiert und regulär. Jetzt bei Hanfjack bestellen.",The Cali Connection
3936,The Happy Cannabis,the-happy-cannabis,1,"The Happy Cannabis führt einen Universaldünger für alle Anbauphasen.

Ein Universaldünger deckt Wachstum und Blüte mit einer Flasche ab – weniger Feinsteuerung, dafür einfacher zu handhaben. Im Shop steht die 500-ml-Flasche.",The Happy Cannabis Universaldünger kaufen | Hanfjack,"The Happy Cannabis: Universaldünger für Wachstum und Blüte in einer Flasche, 500 ml. Jetzt bei Hanfjack.",The Happy Cannabis
13854,The Ten Co.,the-ten-co,1,"The Ten Co. ist eine US-Samenbank; im Shop steht Blue Zushi.

Die Linie stammt aus dem Zushi-Umfeld. Ausführliche Züchterangaben liegen dazu nicht in belegbarer Form vor.",The Ten Co. Blue Zushi kaufen | Hanfjack,"The Ten Co.: Blue Zushi, eine feminisierte Linie aus dem Zushi-Umfeld der US-Samenbank. Jetzt bei Hanfjack bestellen.",The Ten Co.
8139,Thug Life,thug-life,3,"Thug Life ist eine Glasmarke und im Shop mit der OG Series vertreten.

Die Bongs der Reihe sind rund 30 cm hoch und in mehreren Farbausführungen erhältlich. Gefertigt sind sie aus Borosilikatglas.",Thug Life Bongs der OG Series kaufen | Hanfjack,"Thug Life: Bongs der OG Series aus Borosilikatglas, rund 30 cm, in mehreren Farben. Bei Hanfjack bestellen.",Thug Life
8854,Tightpac,tightpac,3,"Tightpac stellt Vakuumdosen her, bei denen die Luft über den Deckel selbst herausgedrückt wird – ohne Pumpe.

Weniger Sauerstoff bedeutet langsamere Oxidation, entsprechend länger halten Aroma und Farbe. Die Minivac-Dosen gibt es von 0,12 bis 2,35 Litern.",Tightpac Vakuumdosen kaufen | Hanfjack,"Tightpac: Minivac-Vakuumdosen, die die Luft ohne Pumpe herausdrücken – von 0,12 bis 2,35 Litern. Jetzt bei Hanfjack.",Tightpac
1798,Tortuga verde,tortuga-verde,1,"Tortuga verde führt Drehfilter im Slim-Format.

Der Drehmechanismus schiebt den Filter aus der Hülse heraus, sodass er sich ohne Berührung einsetzen lässt. Im Shop steht die 6-mm-Ausführung.",Tortuga verde Drehfilter Slim 6 mm kaufen | Hanfjack,"Tortuga verde: Drehfilter im Slim-Format mit 6 mm, die sich ohne Berührung einsetzen lassen. Bei Hanfjack.",Tortuga verde
2105,TRAFIKA,trafika,2,"TRAFIKA liefert Gartenscheren und Erntezubehör.

Die Scheren mit geraden Klingen sind für den zügigen Schnitt ausgelegt. Daneben führt die Marke zusammengestellte Erntebundles.",TRAFIKA Gartenscheren und Erntebundles kaufen | Hanfjack,TRAFIKA: Gartenscheren mit geraden Klingen und zusammengestellte Erntebundles. Jetzt bei Hanfjack bestellen.,TRAFIKA
16467,Trimpro,trimpro,43,"Trimpro ist ein kanadischer Hersteller von Trimmmaschinen und im Shop mit dem gesamten Programm samt Ersatzteilen vertreten.

Die Geräte decken unterschiedliche Arbeitsweisen ab: Drypro für trockenes Trimmen, die Automatik-Reihe für den durchgehenden Betrieb, Unplugged für den Einsatz ohne Stromanschluss und der Bucker zum Abtrennen der Blüten vom Stiel.",Trimpro Trimmmaschinen und Ersatzteile kaufen | Hanfjack,"Trimpro: Trimmmaschinen für trocken und nass, Bucker und Ersatzteile aus Kanada. Jetzt bei Hanfjack bestellen.",Trimpro
16506,Tumble Trimmer,tumble-trimmer,3,"Tumble Trimmer baut Erntemaschinen, die nach dem Trommelprinzip arbeiten.

Das Material rotiert in einer Trommel, während ein gespannter Schneidedraht die Blätter abnimmt. Der Draht ist das Verschleißteil und als Ersatz erhältlich, ebenso das Schneidemesser.",Tumble Trimmer Erntemaschine und Ersatzteile kaufen | Hanfjack,"Tumble Trimmer: Trommel-Erntemaschine mit ø 43 cm, dazu Ersatzdraht und Schneidemesser. Bei Hanfjack.",Tumble Trimmer
16465,Twister,twister,54,"Twister baut Erntemaschinen für den professionellen Einsatz und deckt damit den oberen Leistungsbereich im Shop ab.

Die Maschinen der T-Reihe trimmen nass wie trocken, dazu kommt der Cure Puck für die Nachreife. Neben den Geräten selbst führt der Shop die passenden Ersatzteile – Tumbler, Manschetten, Bürsten und Kleinteile –, weil diese Maschinen auf jahrelangen Betrieb ausgelegt sind.",Twister Erntemaschinen und Ersatzteile kaufen | Hanfjack,"Twister: professionelle Trimmmaschinen für nass und trocken, Cure Puck und Ersatzteile. Jetzt bei Hanfjack bestellen.",Twister
7511,UGro,ugro,1,"UGro stellt Substrate aus Kokosfasern her.

Die Kokosblöcke sind gepresst und quellen mit Wasser auf ihr Endvolumen auf. Im Shop steht Coco Small Basic mit 11 Litern.",UGro Kokossubstrat kaufen | Hanfjack,"UGro: gepresste Kokosblöcke, die mit Wasser aufquellen – Coco Small Basic mit 11 Litern. Bei Hanfjack.",UGro
14167,Umami Seeds,umami-seeds,12,"Umami Seeds ist eine US-Samenbank mit feminisierten Linien aus dem Zoda- und Zeltzer-Umfeld.

Im Programm stehen Sorten wie Liquid Lime, Melt Mode, Sour Zoda und Zoda BX1 – das Kürzel BX1 steht für die erste Rückkreuzung auf einen Elternteil.",Umami Seeds Hanfsamen kaufen | Hanfjack,"Umami Seeds: feminisierte US-Linien wie Liquid Lime, Sour Zoda und Zoda BX1. Jetzt bei Hanfjack bestellen.",Umami Seeds
16519,VitaLink,vitalink,12,"VitaLink ist eine Düngermarke mit Linien für Erde, Kokos und Systeme ohne Substrat.

Ergänzt werden die Grunddünger durch Zusätze für einzelne Phasen: RootStim für die Bewurzelung, Turbo+ als Blühbeschleuniger, Buddy und Chill für die Blüte. Die Mittel gibt es von 250 ml bis zum 10-Liter-Kanister.",VitaLink Dünger und Zusätze kaufen | Hanfjack,"VitaLink: Grunddünger für Erde, Kokos und Hydro plus RootStim und Turbo+. Jetzt bei Hanfjack bestellen.",VitaLink
16520,Vitaponix,vitaponix,10,"Vitaponix umfasst Pflanzenhilfsmittel, die einzelne Phasen des Anbaus unterstützen.

Im Sortiment stehen VitaRoot für die Bewurzelung, VitaCal als Calcium- und Magnesium-Ergänzung und VitaFinish für die Schlussphase. Die Mittel gibt es in Gebinden von 1 und 5 Litern. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Vitaponix Pflanzenhilfsmittel kaufen | Hanfjack,"Vitaponix: VitaRoot, VitaCal und VitaFinish als Pflanzenhilfsmittel in 1 und 5 Litern. Jetzt bei Hanfjack bestellen.",Vitaponix
6047,White Elephant,white-elephant,1,"White Elephant führt Reinigungszubehör für Pfeifen und Glas.

Die Bristle Pipe Cleaner sind Pfeifenreiniger mit eingearbeiteten Borsten, die Rückstände aus engen Kanälen holen, wo ein Tuch nicht hinkommt.",White Elephant Pfeifenreiniger kaufen | Hanfjack,White Elephant: Bristle Pipe Cleaner mit Borsten für Rückstände in engen Kanälen. Jetzt bei Hanfjack.,White Elephant
12718,WilTec,wiltec,2,"WilTec ist ein deutscher Händler für Technik; im Shop stehen Tauchpumpen aus diesem Programm.

Die Pumpen fördern 800 und 2500 Liter pro Stunde und werden für Bewässerungssysteme und das Umwälzen von Nährlösung eingesetzt.",WilTec Tauchpumpen kaufen | Hanfjack,WilTec: Tauchpumpen mit 800 und 2500 l/h für Bewässerung und das Umwälzen von Nährlösung. Bei Hanfjack.,WilTec
4726,Wizard Trees,wizard-trees,32,"Wizard Trees ist eine US-Samenbank und arbeitet überwiegend mit Zangria und Tea Time als Elternlinien.

Daraus entstehen feminisierte Hybriden mit Profilen zwischen süßen Beerennoten, Karamell und Gas. Die Sorten kommen in Dreierpackungen; einzelne Linien bündelt der Züchter zusätzlich in Bundles.",Wizard Trees Hanfsamen kaufen | Hanfjack,"Wizard Trees: feminisierte US-Hybriden aus Zangria- und Tea-Time-Linien, 3 Samen je Packung. Jetzt bei Hanfjack.",Wizard Trees
5422,Zippo,zippo,43,"Zippo stellt seit 1932 in Bradford, Pennsylvania, nachfüllbare Sturmfeuerzeuge her und gibt auf das Gehäuse eine lebenslange Garantie.

Im Shop steht das komplette System: Feuerzeuge in schlichten Oberflächen und mit Motiven, dazu Benzin, Feuersteine, Dochte, Watte und Filzplatten. Wer lieber Gas verwendet, findet Butaneinsätze mit gelber Flamme oder Doppelflamme, die sich im vorhandenen Gehäuse gegen den Benzineinsatz tauschen lassen.","Zippo Feuerzeuge, Benzin und Ersatzteile kaufen | Hanfjack","Zippo: nachfüllbare Sturmfeuerzeuge seit 1932, dazu Benzin, Feuersteine, Dochte und Butaneinsätze. Jetzt bei Hanfjack.",Zippo
